"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1104616754","Renee M Benard","3"
"1104707652","Sanders Home Healthcare & Caregivers Assisted Living","3"
"1104707652","Sanders Home Healthcare & Caregivers LLC","3"
"1104707652","Sanders Senior Living","3"
"1144190745","Bare Esthetics","4"
"1225917610","High Point Lab","3"
"1295447852","Alicia Prachar","5"
"1295447852","Prachar Counseling","5"
"1376433581","ARUKHEALTH BEHAVIORAL SERVICES","3"
"1376594432","Brazos Valley Cancer Center","3"
"1376594432","Kumud S Tripathy & Associates, PA","4"
"1376594432","Cancer Clinic","5"
"1437554359","RI INTERNATIONAL","3"
"1437554359","Fife E&T","5"
"1588422067","Letetia Smith","5"
"1679506224","Westmont Fire Department","3"
"1689195497","Three Rivers Pharmacy","3"
"1700756301","Body Theory","3"
"1740502228","Life is Beautiful, MD","3"
"1780326934","Lesa Brenner Therapy","3"
"1871463471","Universal Sleep Solutions","3"
"1881572485","High Point Behavioral Health","3"
"1952271553","Behavioral Support Partnership","5"
"1023528213","Iris Mental Health & Wellness","3"
"1043065709","Homewell Care Services","3"
"1073046884","Liberty Interventional Pain","3"
"1073494209","ERVEnterprise Lifestyle Wellness Solutions","3"
"1083592505","Fewel Spine","3"
"1154290609","ELIZABETH DIAZ","3"
"1154290609","HEALTH & HOPE","4"
"1205607488","FIRST OPTION BEHAVIORAL SUPPORT","3"
"1235786104","FIRST OPTION LLC","4"
"1245836659","Assured Hospice & Palliative Care","3"
"1346025285","Forevermore Healthcare","3"
"1427688548","The Codependency Clinic","3"
"1437926052","Ervochmida Home Health Care","3"
"1437926052","Ervochmida home care","3"
"1467088161","FIRST OPTION LLC","4"
"1467322081","Nest Dental","3"
"1487524005","Shubha Shukla","3"
"1508649799","Wellspring Vitality","3"
"1609744523","HEALTH & HOPE","3"
"1619567617","FIRST OPTION LLC","4"
"1629608179","EvexiaRx","3"
"1659012839","The Center For Child and Family Psychiatry, PC","4"
"1679469142","San Diego Wellness Dietitian","3"
"1689492035","Capital Behavioral Health NC Inc","3"
"1720577554","Aara Hospice","3"
"1720577554","FREE SPIRIT HOSPICE","3"
"1750125712","Sherri Thornhill, AGNP-C","3"
"1750125712","Sherri Lynn Thornhill AGNP-C","5"
"1750125712","Sherri Thornhill Adult Gerontology","5"
"1770024317","A LIFE SAVER HOME CARE","3"
"1780427906","Hands 2 Heart","3"
"1811867435","Pristine Dental and Orthodontics","3"
"1821968454","Ciales Chiropractic","3"
"1821970930","Holistic Healing Psychiatry, PLLC","3"
"1902040983","BREGMAN MEDICAL GROUP","3"
"1912886359","Beyond Eyecare","3"
"1972114908","NextGen Eye Surgeons of Texas","3"
"1972346914","Pulmonary Consultants Amory","3"
"1306714068","Rooted Journey","3"
"1093430704","Happy to Help Caregiving","3"
"1194593723","Happy to Help Caregiving","3"
"1285441469","stance acupuncture clinic","3"
"1295443273","In Home Care Pocatello Idaho Falls Blackfoot","5"
"1326819475","Carolina Kids Dentistry- Mint Hill","3"
"1326830589","Home Helpers Home Care of Mission Valley","3"
"1366326142","happy to help caregiving","3"
"1457141525","Happy to Help Caregiving","3"
"1568186096","Brown and Howell Cosmetic and General Dentistry","3"
"1588409296","Happy Teeth Pediatric Dentistry - Mooresville","3"
"1598525735","Godwin Pharmacy","3"
"1639969702","Happy to Help Caregiving","3"
"1659014587","Town Creek Dental","3"
"1730897752","Happy to Help Caregiving","3"
"1780628149","Joe Lueken Cancer Center","3"
"1780628149","Sanford Bagley Eye Center & Optical","3"
"1780628149","Sanford Bemidji 1611 Anne St Clinic","3"
"1780628149","Sanford Bemidji 1611 Eye Center & Optical","3"
"1780628149","Sanford Bemidji 1705 Ann St Clinic","3"
"1780628149","Sanford Bemidji 1705 Anne St Clinic","3"
"1780628149","Sanford Bemidji Behavioral Health","3"
"1780628149","Sanford Bemidji Blackduck Clinic","3"
"1780628149","Sanford Bemidji Cass Lake Clinic","3"
"1780628149","Sanford Bemidji Downtown Eye Center & Optical","3"
"1780628149","Sanford Bemidji Main Clinic","3"
"1780628149","Sanford Bemidji Main Clinic Outreach for Cook","3"
"1780628149","Sanford Bemidji Main Clinic Outreach to Neilson Place","3"
"1780628149","Sanford Bemidji Orthopedic and Sports Medicine Center","3"
"1780628149","Sanford Bemidji Sleep Center","3"
"1780628149","Sanford Health Baudette Eye Center & Optical","3"
"1780628149","Sanford Health Behavioral Health Headwaters ACT","3"
"1780628149","Sanford Health International Falls Eye Center & Optical","3"
"1780628149","Sanford Health Park Rapids Behavioral Health Center","3"
"1780628149","Sanford Health Park Rapids Clinic","3"
"1780628149","Sanford Health Thief River Falls Eye Center & Optical","3"
"1780628149","Sanford Health Walker Clinic","3"
"1942918750","HAPPY TO HELP CAREGIVING","3"
